id,title,original_language,popularity,vote_average
314365,Spotlight,English,13.601,7.8
25606,White Collar Blues,Non-English,8.418,7.8
1908,Inherit the Wind,English,6.26,7.8
1280,3-Iron,Non-English,16.35,7.8
831223,Gone Mom: The Disappearance of Jennifer Dulos,English,113.99,7.8
142,Brokeback Mountain,English,34.878,7.8
263115,Logan,English,75.673,7.8
506574,Descendants 3,English,76.06,7.8
29845,A Woman Under the Influence,English,9.083,7.8
762,Monty Python and the Holy Grail,English,15.461,7.8
393559,My Life as a Zucchini,Non-English,9.383,7.8
423612,Never Look Away,Non-English,8.727,7.8
419478,Midnight Sun,English,33.951,7.8
656563,Rich in Love,Non-English,17.857,7.8
428493,God's Own Country,English,22.96,7.8
375794,No Manches Frida,Non-English,109.145,7.8
22683,Gifted Hands: The Ben Carson Story,English,29.782,7.8
696,Manhattan,English,9.084,7.8
435366,Fabricated City,Non-English,15.89,7.8
5961,Fanny and Alexander,Non-English,9.979,7.8
20126,Deep Red,Non-English,11.629,7.8
303,Notorious,English,13.089,7.8
323272,War Room,English,44.786,7.8
13042,Presto,English,7.149,7.8
107,Snatch,English,25.203,7.8
539517,Constantine: City of Demons - The Movie,English,32.083,7.8
28145,"They Shoot Horses, Don't They?",English,8.158,7.8
10193,Toy Story 3,English,116.195,7.8
10191,How to Train Your Dragon,English,116.06,7.8
1480,Touch of Evil,English,9.267,7.8
730840,Trollhunters: Rise of the Titans,English,90.609,7.8
52345,Lisbela and the Prisoner,Non-English,1.278,7.8
17483,Shelter,English,11.763,7.8
262,The King of Comedy,English,13.302,7.8
141,Donnie Darko,English,32.477,7.8
583083,The Kissing Booth 2,English,60.867,7.8
359784,Maudie,English,20.045,7.8
149870,The Wind Rises,Non-English,33.882,7.8
925,Do the Right Thing,English,11.34,7.8
143,All Quiet on the Western Front,English,14.554,7.8
13855,The Chaser,Non-English,10.629,7.8
553,Dogville,English,13.5,7.8
14836,Coraline,English,231.561,7.8
336804,Mustang,Non-English,9.23,7.8
126319,Ernest & Celestine,Non-English,7.494,7.8
11697,The Man Who Shot Liberty Valance,English,15.882,7.8
573699,White Snake,Non-English,73.37,7.8
277216,Straight Outta Compton,English,52.239,7.8
770254,Back to the Outback,English,158.647,7.8
498249,Bad Seeds,Non-English,8.484,7.8
4977,Paprika,Non-English,20.965,7.8
851,Brief Encounter,English,8.197,7.8
713776,If Anything Happens I Love You,English,6.943,7.8
49687,Marriage Italian Style,Non-English,12.606,7.8
22504,The King and the Mockingbird,Non-English,4.434,7.8
72660,I Don't Want to Go Back Alone,Non-English,7.353,7.8
49797,I Saw the Devil,Non-English,17.667,7.8
16237,Teen Titans: Trouble in Tokyo,English,25.608,7.8
357786,Kizumonogatari Part 1: Tekketsu,Non-English,27.242,7.8
169813,Short Term 12,English,9.199,7.8
10227,PlayTime,Non-English,9.564,7.8
703,Annie Hall,English,11.083,7.8
629542,The Bad Guys,English,669.938,7.8
537116,"tick, tick... BOOM!",English,41.609,7.8
15916,Angel's Egg,Non-English,11.425,7.8
40662,Batman: Under the Red Hood,English,29.524,7.8
873,The Color Purple,English,14.284,7.8
29458,One Hundred Steps,Non-English,7.125,7.8
234200,Pride,English,7.863,7.8
28162,A Matter of Life and Death,English,7.188,7.8
27670,Nothing Left to Do but Cry,Non-English,6.717,7.8
2118,L.A. Confidential,English,14.13,7.8
2062,Ratatouille,English,150.31,7.8
12496,The Twilight Samurai,Non-English,9.421,7.8
12444,Harry Potter and the Deathly Hallows: Part 1,English,252.448,7.8
616584,K-12,English,9.338,7.8
20139,The Children's Hour,English,9.287,7.8
22,Pirates of the Caribbean: The Curse of the Black Pearl,English,166.203,7.8
84892,The Perks of Being a Wallflower,English,57.496,7.8
614934,Elvis,English,364.203,7.8
317182,Doctor Who: Last Christmas,English,5.396,7.8
16052,Selena,English,30.875,7.8
1607,A Bronx Tale,English,21.149,7.8
508439,Onward,English,52.864,7.8
14282,Ninja Scroll,Non-English,25.175,7.8
672322,Rurouni Kenshin: The Beginning,Non-English,131.667,7.8
166428,How to Train Your Dragon: The Hidden World,English,148.415,7.8
18079,Nine Queens,Non-English,7.15,7.8
14069,The Girl Who Leapt Through Time,Non-English,33.368,7.8
11621,Porco Rosso,Non-English,28.28,7.8
1366,Rocky,English,47.522,7.8
117,The Untouchables,English,20.829,7.8
530254,The Witch: Part 1. The Subversion,Non-English,67.906,7.8
492188,Marriage Story,English,23.26,7.8
963,The Maltese Falcon,English,9.908,7.8
587,Big Fish,English,27.092,7.8
337960,Holding the Man,English,7.969,7.8
221732,Rurouni Kenshin Part III: The Legend Ends,Non-English,20.226,7.8
49026,The Dark Knight Rises,English,91.76,7.8
33602,Temple Grandin,English,10.591,7.8
583,Life of Brian,English,17.84,7.8
396535,Train to Busan,Non-English,103.778,7.8
61979,Three Steps Above Heaven,Non-English,131.177,7.8
10315,Fantastic Mr. Fox,English,25.751,7.8
2108,The Breakfast Club,English,18.771,7.8
709629,War of Likes,Non-English,38.23,7.8
123025,"Batman: The Dark Knight Returns, Part 1",English,25.449,7.8
86837,Amour,Non-English,11.557,7.8
903,Cool Hand Luke,English,14.453,7.8
27040,Meshes of the Afternoon,English,6.612,7.8
486589,Red Shoes and the Seven Dwarfs,English,83.167,7.8
451945,BPM (Beats per Minute),Non-English,10.128,7.8
399566,Godzilla vs. Kong,English,260.732,7.8
393729,Divines,Non-English,9.632,7.8
40619,Day & Night,English,7.58,7.8
11005,Awakenings,English,11.585,7.8
9421,The Dinner Game,Non-English,8.362,7.8
632,Stalag 17,English,7.54,7.8
556984,The Trial of the Chicago 7,English,15.869,7.8
414906,The Batman,English,881.595,7.8
30018,Mother,Non-English,11.011,7.8
14811,Fiddler on the Roof,English,15.989,7.8
380,Rain Man,English,18.587,7.8
599521,Z-O-M-B-I-E-S 2,English,125.282,7.7
3763,Onibaba,Non-English,11.412,7.8
502033,Sound of Metal,English,14.749,7.8
336,"Duck, You Sucker",Non-English,12.362,7.8
471707,Corpus Christi,Non-English,63.876,7.8
52629,El Infierno,Non-English,84.226,7.8
582927,I'm No Longer Here,Non-English,14.272,7.8
990,The Hustler,English,12.37,7.8
562,Die Hard,English,44.345,7.8
374473,"I, Daniel Blake",English,12.602,7.8
203217,My Mom is a Character,Non-English,5.084,7.8
13929,Geri's Game,English,9.043,7.8
12491,Accattone,Non-English,6.357,7.8
309,The Celebration,Non-English,11.425,7.8
81401,The Turin Horse,Non-English,14.96,7.8
3114,The Searchers,English,15.027,7.8
525,The Blues Brothers,English,16.088,7.8
177572,Big Hero 6,English,218.287,7.7
10229,A Walk to Remember,English,53.892,7.7
1700,Misery,English,22.746,7.7
792,Platoon,English,29.809,7.7
322,Mystic River,English,22.343,7.7
382591,Two Is a Family,Non-English,19.377,7.7
269149,Zootopia,English,139.832,7.7
1417,Pan's Labyrinth,Non-English,64.149,7.7
216,Ali: Fear Eats the Soul,Non-English,7.046,7.7
14756,Ip Man,Non-English,21.187,7.7
413594,Sword Art Online: The Movie – Ordinal Scale,Non-English,73.573,7.7
165,Back to the Future Part II,English,29.999,7.7
508933,Ricky Gervais: Humanity,English,7.809,7.7
650031,The Shadow in My Eye,Non-English,16.834,7.8
554590,Tod@s Caen,Non-English,26.549,7.7
30959,Kwaidan,Non-English,11.168,7.7
6844,The Ten Commandments,English,57.079,7.7
25050,Still Walking,Non-English,10.846,7.7
20123,Time of the Gypsies,Non-English,9.054,7.7
13002,Barbie in The 12 Dancing Princesses,English,58.514,7.7
10020,Beauty and the Beast,English,121.369,7.7
9475,Scent of a Woman,English,21.34,7.7
404,The Straight Story,English,11.262,7.7
273248,The Hateful Eight,English,24.136,7.7
45269,The King's Speech,English,17.692,7.7
4495,The Spirit of the Beehive,Non-English,7.492,7.7
9800,Philadelphia,English,17.163,7.7
24160,My Friends Act II,Non-English,4.819,7.7
499,Cléo from 5 to 7,Non-English,8.878,7.7
12405,Slumdog Millionaire,English,21.848,7.7
137182,The Broken Circle Breakdown,Non-English,6.483,7.7
444705,Dave Chappelle: The Age of Spin,English,5.073,7.7
15265,The Red Balloon,Non-English,7.086,7.7
845,Strangers on a Train,English,10.95,7.7
16306,Fantastic Planet,Non-English,26.501,7.7
672,Harry Potter and the Chamber of Secrets,English,284.928,7.7
993,Sleuth,English,7.859,7.7
575452,The Traitor,Non-English,10.503,7.7
11902,Underground,Non-English,8.24,7.7
567410,System Crasher,Non-English,7.995,7.7
12429,Ponyo,Non-English,93.7,7.7
3309,Mildred Pierce,English,8.822,7.7
11482,The Tenant,Non-English,6.51,7.7
653,Nosferatu,Non-English,16.989,7.7
11220,Fallen Angels,Non-English,15.731,7.7
10835,The Killer,Non-English,13.672,7.7
205,Hotel Rwanda,English,14.665,7.7
976,Sweet Smell of Success,English,11.153,7.7
334,Magnolia,English,13.294,7.7
14580,The Big Heat,English,9.854,7.7
1040,The Leopard,Non-English,8.982,7.7
261,Cat on a Hot Tin Roof,English,11.224,7.7
637649,Wrath of Man,English,222.541,7.7
4808,Charade,English,12.94,7.7
995,Stagecoach,English,11.182,7.7
596054,Heroic Losers,Non-English,12.167,7.7
23832,For Love and Gold,Non-English,7.333,7.7
11787,Harvey,English,7.122,7.7
580175,Another Round,Non-English,20.247,7.7
453191,The Big Bad Fox and Other Tales,Non-English,9.916,7.7
9552,The Exorcist,English,113.45,7.7
5528,The Chorus,Non-English,11.562,7.7
48831,My Night at Maud's,Non-English,7.976,7.7
15121,The Sound of Music,English,18.422,7.7
10633,In the Heat of the Night,English,10.9,7.7
162,Edward Scissorhands,English,57.006,7.7
128246,A Werewolf Boy,Non-English,18.163,7.7
12219,12 Angry Men,English,8.953,7.7
371645,Hunt for the Wilderpeople,English,16.193,7.7
5910,Fireworks,Non-English,11.637,7.7
238628,Tangerines,Non-English,7.063,7.7
24428,The Avengers,English,278.98,7.7
678,Out of the Past,English,11.356,7.7
531,The Wrong Trousers,English,14.69,7.7
19026,Azur & Asmar: The Princes' Quest,Non-English,8.334,7.7
767,Harry Potter and the Half-Blood Prince,English,224.981,7.7
702,A Streetcar Named Desire,English,16.661,7.7
513434,One Cut of the Dead,Non-English,12.122,7.7
96721,Rush,English,24.176,7.7
17058,Scarlet Street,English,8.526,7.7
11854,Kuch Kuch Hota Hai,Non-English,12.136,7.7
891,All the President's Men,English,13.445,7.7
336808,Embrace of the Serpent,Non-English,8.049,7.7
11299,Cowboy Bebop: The Movie,Non-English,15.926,7.7
8416,The Conformist,Non-English,8.808,7.7
164,Breakfast at Tiffany's,English,21.269,7.7
51608,The Man from Nowhere,Non-English,47.723,7.7
808,Shrek,English,171.504,7.7
108,Three Colors: Blue,Non-English,11.401,7.7
110160,Laurence Anyways,Non-English,12.8,7.7
9806,The Incredibles,English,105.549,7.7
534780,Andhadhun,Non-English,9.813,7.7
4497,Viridiana,Non-English,8.469,7.7
297222,PK,Non-English,9.75,7.7
11972,Don Camillo,Non-English,12.273,7.7
272,Batman Begins,English,60.2,7.7
83666,Moonrise Kingdom,English,12.937,7.7
9023,Spirit: Stallion of the Cimarron,English,87.47,7.7
707886,Feel the Beat,English,15.906,7.7
675,Harry Potter and the Order of the Phoenix,English,217.575,7.7
68,Brazil,English,15.397,7.7
466282,To All the Boys I've Loved Before,English,71.201,7.7
342470,All the Bright Places,English,97.135,7.7
13187,A Charlie Brown Christmas,English,9.967,7.7
13696,Angels with Dirty Faces,English,5.474,7.7
288,High Noon,English,12.815,7.7
8016,"Germany, Year Zero",Non-English,7.285,7.7
675353,Sonic the Hedgehog 2,English,1713.432,7.7
242582,Nightcrawler,English,56.904,7.7
167581,Free Fall,Non-English,13.978,7.7
11474,The Warriors,English,21.659,7.7
1939,Laura,English,9.806,7.7
1632,Mississippi Burning,English,10.881,7.7
1075,"Black Cat, White Cat",Non-English,10.349,7.7
24657,The Sacrifice,Non-English,8.373,7.7
12548,I Vitelloni,Non-English,6.887,7.7
4235,The Sicilian Clan,Non-English,10.201,7.7
910,The Big Sleep,English,13.252,7.7
247,The Killing,English,14.533,7.7
614409,To All the Boys: Always and Forever,English,56.354,7.7
581528,"The Gangster, the Cop, the Devil",Non-English,43.861,7.7
522627,The Gentlemen,English,67.919,7.7
2433,The Young Girls of Rochefort,Non-English,7.713,7.7
1633,Fried Green Tomatoes,English,15.163,7.7
431693,Spies in Disguise,English,50.525,7.7
8832,Il Divo,Non-English,6.862,7.7
776,The Rules of the Game,Non-English,8.544,7.7
29154,Stand and Deliver,English,12.461,7.7
16391,Black Narcissus,English,7.789,7.7
320007,Victoria,Non-English,12.238,7.7
12516,Dreams,Non-English,7.586,7.7
589739,Hair Love,English,5.097,7.7
100402,Captain America: The Winter Soldier,English,73.722,7.7
15137,Evangelion: 1.0 You Are (Not) Alone,Non-English,25.432,7.7
1904,Memoirs of a Geisha,English,21.762,7.7
688,The Bridges of Madison County,English,18.625,7.7
426426,Roma,Non-English,13.668,7.7
568124,Encanto,English,864.184,7.7
1587,What's Eating Gilbert Grape,English,34.72,7.7
15794,White Heat,English,6.598,7.7
710356,2 Hearts,English,13.173,7.7
244063,Boys,Non-English,12.757,7.7
15251,Eddie Murphy: Delirious,English,5.387,7.7
566525,Shang-Chi and the Legend of the Ten Rings,English,578.648,7.7
99,All About My Mother,Non-English,9.242,7.7
313297,Kubo and the Two Strings,English,56.998,7.7
25768,"Steamboat Bill, Jr.",English,6.673,7.7
284427,Who Am I,Non-English,28.716,7.7
16761,A Movie of Eggs,Non-English,19.911,7.7
286217,The Martian,English,65.223,7.7
265169,Winter Sleep,Non-English,7.948,7.7
211954,Instructions Not Included,Non-English,33.439,7.7
4480,Jean de Florette,Non-English,5.946,7.7
82702,How to Train Your Dragon 2,English,134.7,7.7
4960,"Synecdoche, New York",English,14.053,7.7
22292,The Ghost and Mrs. Muir,English,6.794,7.7
37247,The Graduate,English,15.925,7.7
981,The Philadelphia Story,English,11.799,7.7
343,Harold and Maude,English,10.34,7.7
1628,Jules and Jim,Non-English,7.828,7.7
25188,The Last Picture Show,English,10.34,7.7
50531,Ask Me If I Am Happy,Non-English,4.469,7.7
11898,Kind Hearts and Coronets,English,8.539,7.7
2493,The Princess Bride,English,16.321,7.7
1093,Elevator to the Gallows,Non-English,10.387,7.7
773,Little Miss Sunshine,English,12.588,7.7
20108,Au Hasard Balthazar,Non-English,7.31,7.7
22881,The Blind Side,English,70.283,7.7
28580,The Lost Weekend,English,9.795,7.7
666243,The Witcher: Nightmare of the Wolf,English,17.601,7.7
227932,My Mom is a Character 2,Non-English,5.939,7.7
13151,Scooby-Doo on Zombie Island,English,25.804,7.7
820,JFK,English,12.912,7.7
221731,Rurouni Kenshin Part II: Kyoto Inferno,Non-English,19.661,7.7
550988,Free Guy,English,289.962,7.7
31216,I Can't Think Straight,English,11.371,7.7
624932,Dave Chappelle: Sticks & Stones,English,7.885,7.7
49992,Lucky and Zorba,Non-English,5.813,7.7
12501,The Big Country,English,10.803,7.7
14813,Mickey's Christmas Carol,English,14.427,7.7
8358,Cast Away,English,36.479,7.7
576,The Wild Bunch,English,12.737,7.7
586863,Les Misérables,Non-English,8.848,7.7
8429,Paisan,Non-English,6.935,7.7
1592,Primal Fear,English,21.671,7.7
517093,Balkan Line,Non-English,27.553,7.7
14624,The Ultimate Gift,English,25.882,7.7
10331,Night of the Living Dead,English,15.358,7.7
612706,Work It,English,15.29,7.7
4347,Atonement,English,30.536,7.6
369299,Don't Blame the Kid,Non-English,61.05,7.6
44214,Black Swan,English,37.096,7.6
13466,October Sky,English,9.757,7.6
9343,Fitzcarraldo,Non-English,11.761,7.6
793,Blue Velvet,English,17.027,7.7
643,Battleship Potemkin,Non-English,12.801,7.7
514439,Breakthrough,English,43.032,7.6
30020,Taste of Cherry,Non-English,6.841,7.6
10754,A Short Film About Killing,Non-English,8.299,7.6
1879,Guess Who's Coming to Dinner,English,9.342,7.6
9377,Ferris Bueller's Day Off,English,15.383,7.6
722778,The Hand of God,Non-English,30.222,7.6
13386,I'm Starting from Three,Non-English,5.702,7.6
11362,The Count of Monte Cristo,English,28.595,7.6
436969,The Suicide Squad,English,308.481,7.6
10322,Being There,English,9.857,7.6
812,Aladdin,English,86.122,7.6
578,Jaws,English,59.754,7.6
158,Knockin' on Heaven's Door,Non-English,9.582,7.6
207703,Kingsman: The Secret Service,English,87.497,7.6
13980,Sword of the Stranger,Non-English,18.045,7.6
871,Planet of the Apes,English,48.892,7.6
269,Breathless,Non-English,9.794,7.6
31417,Eyes Without a Face,Non-English,7.272,7.6
234567,Get a Horse!,English,5.842,7.6
180299,The Raid 2,Non-English,34.95,7.6
144288,Berserk: The Golden Age Arc III - The Advent,Non-English,40.343,7.6
54186,Confessions,Non-English,10.51,7.6
560057,The Sea Beast,English,1723.363,7.6
398978,The Irishman,English,23.632,7.6
38251,Mediterraneo,Non-English,8.745,7.6
18197,Running on Empty,English,6.172,7.6
433471,Lou,English,7.143,7.6
8327,The Holy Mountain,Non-English,11.08,7.6
4995,Boogie Nights,English,24.132,7.6
585244,I Still Believe,English,71.182,7.6
18900,In Cold Blood,English,9.636,7.6
13363,The Man from Earth,English,19.748,7.6
982,The Manchurian Candidate,English,10.698,7.6
212,Arsenic and Old Lace,English,9.425,7.6
660120,The Worst Person in the World,Non-English,40.398,7.6
364111,The Anthem of the Heart,Non-English,51.751,7.6
283995,Guardians of the Galaxy Vol. 2,English,158.159,7.6
430,"One, Two, Three",English,7.271,7.6
42801,"Yesterday, Today and Tomorrow",Non-English,6.9,7.6
1712,Giant,English,12.58,7.6
831405,Injustice,English,115.331,7.6
425909,Ghostbusters: Afterlife,English,368.083,7.6
1654,The Dirty Dozen,English,18.436,7.6
1726,Iron Man,English,135.952,7.6
11686,Love and Death,English,8.641,7.6
347201,Boruto: Naruto the Movie,Non-English,258.002,7.6
5165,L'Avventura,Non-English,9.919,7.6
11782,Hard Boiled,Non-English,11.661,7.6
42987,The Servant,English,7.918,7.6
13355,Scooby-Doo! Pirates Ahoy!,English,26.004,7.6
9912,The World's Fastest Indian,English,11.306,7.6
746,The Last Emperor,English,14.787,7.6
218,The Terminator,English,50.622,7.6
333339,Ready Player One,English,113.572,7.6
338729,The Beauty Inside,Non-English,18.263,7.6
177945,"Like Father, Like Son",Non-English,9.847,7.6
642,Butch Cassidy and the Sundance Kid,English,14.628,7.6
11040,Little Big Man,English,7.859,7.6
306819,The Danish Girl,English,15.769,7.6
9444,Anastasia,English,53.967,7.6
244,King Kong,English,21.704,7.6
575604,The Call,Non-English,38.186,7.6
14784,The Fall,English,9.226,7.6
18329,Happy Together,Non-English,15.351,7.6
1933,The Others,English,34.252,7.6
3767,Gilda,English,7.837,7.6
2204,Alice in the Cities,Non-English,7.769,7.6
401698,Hidden Kisses,Non-English,6.936,7.6
19101,A Little Princess,English,16.806,7.6
15917,Devdas,Non-English,10.886,7.6
309809,The Little Prince,English,23.528,7.6
489999,Searching,English,22.939,7.6
24653,The Consequences of Love,Non-English,7.02,7.6
11657,Le Cercle Rouge,Non-English,8.801,7.6
8703,Three Wishes for Cinderella,Non-English,12.979,7.6
1678,Godzilla,Non-English,16.395,7.6
55,Amores Perros,Non-English,33.519,7.6
423108,The Conjuring: The Devil Made Me Do It,English,309.43,7.6
736069,Justice Society: World War II,English,71.426,7.6
459670,Monica and Friends: Bonds,Non-English,10.999,7.6
11969,Tombstone,English,32.369,7.6
824,Moulin Rouge!,English,19.299,7.6
607259,Fatherhood,English,90.377,7.6
21575,A Prophet,Non-English,8.491,7.6
221,Rebel Without a Cause,English,15.203,7.6
220,East of Eden,English,10.123,7.6
8073,Band of Outsiders,Non-English,6.019,7.6
